teams,def_coef
Arsenal,-1.034129124344654
Aston Villa,-1.0048130335748824
Bournemouth,-0.5837469117130132
Brentford,-0.9650549855134386
Brighton,-0.8588475522726927
Chelsea,-1.0567982260939932
Crystal Palace,-0.9639827331824511
Everton,-0.7949163616129682
Fulham,-0.8733463031776254
Leeds United,-0.5102853066122142
Leicester City,-0.6154741942795401
Liverpool,-1.0370132741604605
Manchester City,-1.2946441237337265
Manchester Utd,-1.087095122988579
Newcastle Utd,-1.33958527873838
Nott'ham Forest,-0.624425800271183
Southampton,-0.5934210028497391
Tottenham,-0.6668865041413995
West Ham,-0.8429810961094899
Wolves,-0.8413607263572734
