teams,def_coef
Arsenal,-1.0115206670629222
Aston Villa,-0.8582911752760155
Bournemouth,-0.5529209749994832
Brentford,-0.7723297834440415
Brighton,-0.8047085876748716
Burnley,-0.6435144821927179
Chelsea,-0.9827913985733824
Crystal Palace,-0.792263604778624
Everton,-0.7430104288739923
Fulham,-0.8040815371890545
Liverpool,-1.1444116763094385
Luton Town,-0.424565942687067
Manchester City,-1.303861315045684
Manchester Utd,-0.8409847710374688
Newcastle Utd,-0.8362999744907558
Nott'ham Forest,-0.5946352132042244
Sheffield Utd,-0.2611599859141539
Tottenham,-0.8167969069924755
West Ham,-0.7597051001741062
Wolves,-0.8509602798231906
