teams,att_coef
Arsenal,1.1915378883055423
Aston Villa,1.249053538274439
Bournemouth,1.0660967415835643
Brentford,0.8828512712892053
Brighton,1.2241955235411053
Burnley,0.7050577503316647
Chelsea,1.0933861330883534
Crystal Palace,0.7277772060095904
Everton,0.7932519073305059
Fulham,1.0081629379110364
Liverpool,1.242000656389561
Luton Town,0.9435499654958125
Manchester City,1.4210021124353942
Manchester Utd,0.7473624882827369
Newcastle Utd,1.1629533242957562
Nott'ham Forest,0.8238029939419909
Sheffield Utd,0.31800277706859
Tottenham,1.288377120977302
West Ham,1.1153036714096831
Wolves,0.9962739920381624
