teams,def_coef
Arsenal,-1.0199644266943222
Aston Villa,-0.8919180843415564
Bournemouth,-0.5528904261807728
Brentford,-0.9622042712636932
Brighton,-0.8553111212011931
Burnley,-0.7338487486932214
Chelsea,-1.1058790656961903
Crystal Palace,-0.9482301118984547
Everton,-0.7746531404514508
Fulham,-0.8192511428868924
Liverpool,-1.2158772480491384
Luton Town,-0.562996141715777
Manchester City,-1.3451447400689798
Manchester Utd,-0.9563250106066286
Newcastle Utd,-1.0216849111510677
Nott'ham Forest,-0.6993787744169978
Sheffield Utd,-0.17105742677148042
Tottenham,-0.9326437951971001
West Ham,-0.851197155069376
Wolves,-0.9315315100338261
