teams,def_coef
Arsenal,-1.072631160117531
Aston Villa,-0.835811394125549
Bournemouth,-0.5797530263357773
Brentford,-0.8327897553534829
Brighton,-0.8143167562478147
Burnley,-0.6418460238582897
Chelsea,-0.9388445006482499
Crystal Palace,-0.8420151106907184
Everton,-0.7765540269031089
Fulham,-0.7952663596307581
Liverpool,-1.1494688453756985
Luton Town,-0.4073862119113688
Manchester City,-1.3112316766689054
Manchester Utd,-0.8535728239977562
Newcastle Utd,-0.8406143405979699
Nott'ham Forest,-0.6267191181971017
Sheffield Utd,-0.17404277644885277
Tottenham,-0.8154311276245972
West Ham,-0.7110756873834659
Wolves,-0.8438421141189533
