teams,def_coef
Arsenal,-1.0032829664044969
Aston Villa,-0.9056004130471662
Bournemouth,-0.6373762577917642
Brentford,-1.0018279599893496
Brighton,-0.9362864931899186
Burnley,-0.8359792222816449
Chelsea,-1.2055326188651858
Crystal Palace,-0.9824033609897568
Everton,-0.7735340985441603
Fulham,-0.8760172509355311
Liverpool,-1.246177429526636
Luton Town,-0.3828791432936958
Manchester City,-1.4553766487941948
Manchester Utd,-0.9366072078106823
Newcastle Utd,-1.0209572740167494
Nott'ham Forest,-0.7078071564388674
Sheffield Utd,-0.6578932048259746
Tottenham,-0.9813923265586234
West Ham,-0.9179381739254276
Wolves,-0.9769577023822923
