teams,def_coef
Arsenal,-0.9872904652613214
Aston Villa,-1.0149645854091274
Bournemouth,-0.5796552489791627
Brentford,-0.9737988366352336
Brighton,-0.8089138578333649
Chelsea,-1.004657523009063
Crystal Palace,-0.9763314693667369
Everton,-0.7636117096775795
Fulham,-0.9046543499110772
Leeds United,-0.5019073540058606
Leicester City,-0.5616725263940493
Liverpool,-1.0434333423777669
Manchester City,-1.2858318419507004
Manchester Utd,-1.0808699179269754
Newcastle Utd,-1.2626907735287787
Nott'ham Forest,-0.5742969496509114
Southampton,-0.5772214445593778
Tottenham,-0.6568485799654602
West Ham,-0.8182236272437211
Wolves,-0.8330249343788967
