teams,def_coef
Arsenal,-1.0215074431545093
Aston Villa,-0.9195270104342002
Bournemouth,-0.5853545287650723
Brentford,-0.9690642662260152
Brighton,-0.8845020700180091
Burnley,-0.7966367128285557
Chelsea,-1.2122828512057442
Crystal Palace,-1.0161445194894432
Everton,-0.769487384049946
Fulham,-0.875407670014448
Liverpool,-1.2235793582124714
Luton Town,-0.5020771225992819
Manchester City,-1.4411016792403455
Manchester Utd,-0.945100353838551
Newcastle Utd,-1.0235417430813858
Nott'ham Forest,-0.7466360455862222
Sheffield Utd,-0.22495703033121967
Tottenham,-0.9936586719432338
West Ham,-0.9109312706256321
Wolves,-0.9824895373356086
