teams,def_coef
Arsenal,-1.0060685397942524
Aston Villa,-0.8653123614023783
Bournemouth,-0.5455764146854906
Brentford,-0.8290553603505895
Brighton,-0.8247533062252826
Burnley,-0.6687390051527035
Chelsea,-0.9977064391250324
Crystal Palace,-0.8277272777519206
Everton,-0.775452900115674
Fulham,-0.7736499604916127
Liverpool,-1.1807723350962058
Luton Town,-0.47242303881729975
Manchester City,-1.2755771453743456
Manchester Utd,-0.8911970508851542
Newcastle Utd,-0.86294582887233
Nott'ham Forest,-0.618939087990342
Sheffield Utd,-0.24247269096854682
Tottenham,-0.8459166914491179
West Ham,-0.7821380803899236
Wolves,-0.8794857189070873
