teams,def_coef
Arsenal,-1.0190532210530154
Aston Villa,-0.9326762234999458
Bournemouth,-0.5938379991220109
Brentford,-0.9545977929346697
Brighton,-0.8611438111071508
Burnley,-0.7407341767413219
Chelsea,-1.0963975078472235
Crystal Palace,-0.9398233553743819
Everton,-0.8098689877581966
Fulham,-0.838142638395327
Liverpool,-1.236377123073648
Luton Town,-0.5362988410505618
Manchester City,-1.3260329742826829
Manchester Utd,-0.9577752776825682
Newcastle Utd,-0.9890697800988283
Nott'ham Forest,-0.6668744845871689
Sheffield Utd,-0.2899858452393713
Tottenham,-0.9358144437145826
West Ham,-0.8384837677717388
Wolves,-0.9254177434916946
