teams,att_coef
Arsenal,1.3202448653393846
Aston Villa,1.3247983349745982
Bournemouth,1.0323880193101813
Brentford,0.9316694815673072
Brighton,1.19145488656335
Burnley,0.6019898228637376
Chelsea,1.0998338419706564
Crystal Palace,0.6756494645026047
Everton,0.9095862574777125
Fulham,1.1913253412724911
Liverpool,1.3122889590437858
Luton Town,0.8894805929582816
Manchester City,1.4725321096721018
Manchester Utd,0.7079021887618901
Newcastle Utd,1.3428481328424253
Nott'ham Forest,0.6033494355863241
Sheffield Utd,0.22361848858392747
Tottenham,1.3011895106897127
West Ham,1.0924074127790524
Wolves,0.7754428532404738
