teams,att_coef
Arsenal,1.5658741451382643
Aston Villa,1.015200296259235
Bournemouth,0.7833055154205404
Brentford,1.1291838461454766
Brighton,1.3517464534218122
Chelsea,0.6212568833190155
Crystal Palace,0.761747789412447
Everton,0.4827083844549261
Fulham,0.9922173480987074
Leeds United,0.9559072604949754
Leicester City,1.0135726562123988
Liverpool,1.3741379971293848
Manchester City,1.6697888844408015
Manchester Utd,1.1171981317050428
Newcastle Utd,1.3140423443083216
Nott'ham Forest,0.604127663657547
Southampton,0.5277608455152478
Tottenham,1.3479862113055079
West Ham,0.8185917136902583
Wolves,0.5536456298700906
