teams,att_coef
Arsenal,1.4393802467001708
Aston Villa,1.138980351420335
Bournemouth,0.641006820916662
Brentford,1.0692517795541086
Brighton,1.2729666862084712
Burnley,0.6856965192676762
Chelsea,0.9735399031680547
Crystal Palace,0.8429698089731601
Everton,0.7153257207309383
Fulham,0.9756870027250005
Liverpool,1.5269104878873931
Luton Town,0.34431149635924524
Manchester City,1.6455263492837988
Manchester Utd,1.1795712961499485
Newcastle Utd,1.255781250852277
Nott'ham Forest,0.7561330403991896
Sheffield Utd,0.605721708929021
Tottenham,1.2907627129441093
West Ham,1.053385500256242
Wolves,0.5870913172741992
