teams,def_coef
Arsenal,-0.9162749943713818
Aston Villa,-1.0127061330155531
Bournemouth,-0.5141857749471904
Brentford,-0.9909846263399639
Brighton,-0.8041888127121707
Burnley,-0.8770881900843831
Chelsea,-0.9426319484617113
Crystal Palace,-0.8685430457966349
Everton,-0.6975744124232491
Fulham,-0.8361692881978113
Liverpool,-1.0562873432789261
Luton Town,-0.4240955349523373
Manchester City,-1.3551351178327935
Manchester Utd,-0.9543688816155024
Newcastle Utd,-1.0805499488703902
Nott'ham Forest,-0.6036078271846966
Sheffield Utd,-0.5162287232651093
Tottenham,-0.7189745843820503
West Ham,-0.7729512356478735
Wolves,-0.8431290171466193
