teams,def_coef
Arsenal,-1.027702893108189
Aston Villa,-0.9267863157340825
Bournemouth,-0.5822490382423873
Brentford,-0.9465420406518148
Brighton,-0.8588138359058995
Burnley,-0.7525470687926639
Chelsea,-1.0752954409860156
Crystal Palace,-0.9386860167405977
Everton,-0.8005567955040155
Fulham,-0.8178253972033398
Liverpool,-1.2374134992081463
Luton Town,-0.5941706170504066
Manchester City,-1.3181995085670086
Manchester Utd,-0.9522917082821563
Newcastle Utd,-0.983070854423221
Nott'ham Forest,-0.6432098153245941
Sheffield Utd,-0.3381963972960258
Tottenham,-0.9351432591947281
West Ham,-0.8420314927749456
Wolves,-0.9230465920272499
