teams,def_coef
Arsenal,-0.7277635811148376
Aston Villa,-0.4401747469782295
Bournemouth,-0.2341319365017101
Brentford,-0.13709571708970153
Brighton,-0.1544429473289216
Burnley,-0.09555413524841816
Chelsea,-0.2508961573230214
Crystal Palace,-0.0996014021786446
Everton,-0.5009330355023184
Fulham,-0.22577225346485713
Liverpool,-0.7660664194551724
Luton Town,0.017603030569094825
Manchester City,-0.5778562270761645
Manchester Utd,-0.21396477272134445
Newcastle Utd,-0.1258265055720973
Nott'ham Forest,-0.04313295981071018
Sheffield Utd,0.0958381533571455
Tottenham,-0.14148734911148012
West Ham,-0.34231546406363594
Wolves,-0.39952178764994334
