teams,def_coef
Arsenal,-1.014046955154615
Aston Villa,-0.856758470501562
Bournemouth,-0.5793041784290395
Brentford,-0.8187011883916091
Brighton,-0.8190027644681573
Burnley,-0.6471160373934288
Chelsea,-0.9943380545906066
Crystal Palace,-0.8315167112429838
Everton,-0.7710884434595752
Fulham,-0.8034100352101712
Liverpool,-1.1967410524472089
Luton Town,-0.44289301501151307
Manchester City,-1.2991418071645708
Manchester Utd,-0.887627777106264
Newcastle Utd,-0.8578007683402519
Nott'ham Forest,-0.6224974384843515
Sheffield Utd,-0.26777829595941616
Tottenham,-0.8547483748265426
West Ham,-0.7796221565278719
Wolves,-0.8813087688709199
