teams,def_coef
Arsenal,-1.0584434705744719
Aston Villa,-0.7903093515261327
Bournemouth,-0.5047897920271986
Brentford,-0.7227370999926345
Brighton,-0.7441874132873201
Burnley,-0.6640643157782798
Chelsea,-0.8657625264190547
Crystal Palace,-0.7548352146654392
Everton,-0.6947128752232605
Fulham,-0.7493925353700942
Liverpool,-1.0213942756847676
Luton Town,-0.33496803493186605
Manchester City,-1.3208040293478251
Manchester Utd,-0.7163558847477025
Newcastle Utd,-0.7441226250212517
Nott'ham Forest,-0.5390234430687478
Sheffield Utd,-0.16002869736317316
Tottenham,-0.7312922870858513
West Ham,-0.6531250374012272
Wolves,-0.7724560658387478
