teams,att_coef
Arsenal,1.4014810881693736
Aston Villa,1.1733555672548865
Bournemouth,0.6838642698891254
Brentford,1.0476496635950694
Brighton,1.2236535404181017
Burnley,0.6947851847703063
Chelsea,1.0576463917831467
Crystal Palace,0.7916254958010509
Everton,0.6999038476212766
Fulham,0.9574960383958024
Liverpool,1.4802102245707893
Luton Town,0.6994443405050532
Manchester City,1.6160550191153222
Manchester Utd,1.0959676580086641
Newcastle Utd,1.2363241182886464
Nott'ham Forest,0.7293103304658044
Sheffield Utd,0.4904632892003145
Tottenham,1.2559207005688608
West Ham,1.018141023121715
Wolves,0.6467022084566889
